NC1C=CC2=C(N=1)NC3=CC=CC=C23, 1
CC=O, 0
CC=NN(C)C=O, 0
CC=NO, 0
CC(=O)N, 0
C1(=CC=C(C=C1)O)NC(C)=O, 0
O=S(=O)(C1=CC=C(C=C1)C(=O)C)NC(=O)NC2CCCCC2, 0
CC#N, 0
O=C(C)OC(C2=CC1=C(C=C2)OCO1)C=C, 1
C1(NNC(C)=O)=CC=CC=C1, 1
C12C3=C(C=CC=C3)CC1=CC(=CC=2)NC(C)=O, 1
C12C3=C(C=CC=C3)CC1=CC=CC=2NC(C)=O, 1
C=CC=O, 1
NC(=O)C=C, 0
OC(=O)C=C, 0
C=CC#N, 1
C12C(OC3=C(N=1)C(=CC=C3C)C(N[C@@H]4C(N[C@@H](C(N5[C@@H](CCC5)C(N(CC(N([C@H](C(O[C@H]4C)=O)C(C)C)C)=O)C)=O)=O)C(C)C)=O)=O)=C(C(C(=C2C(N[C@@H]6C(N[C@@H](C(N7[C@@H](CCC7)C(N(CC(N([C@H](C(O[C@H]6C)=O)C(C)C)C)=O)C)=O)=O)C(C)C)=O)=O)N)=O)C, 0
NC(=O)CCCCC(=O)N, 0
O=C(N)\C(C2=CC=CO2)=C/C1=CC=C([N+]([O-])=O)O1, 1
O=C(O2)C([C@@H](CC3)O)=C3C1=C2C4=C(O[C@@]5([H])[C@]([H])4C=CO5)C=C1OC, 1
C12=C3C(C4=C(C(O3)=O)C(=O)CC4)=C(C=C1OC5C2C=CO5)OC, 1
CC(C=NOC(=O)NC)(SC)C, 0
ClC(C(Cl)(Cl)C43Cl)(C(Cl)=C4Cl)C1C3C2C=CC1C2, 0
C=CCO, 0
C=CCCl, 1
C=CCOCC1CO1, 1
C=CCN=C=S, 1
O=C(CC(C)C)OCC=C, 0
O=C1C2=C(C(=CC(=C2C(=O)C3=C1C=CC=C3)Br)Br)N, 1
NC1=C(C=CC(=C1)NC(=O)C)OCC, 1
CCN1(C2C(=CC=CC=2)C3=C1C=CC(=C3)N).[H]Cl, 1
O=C1C2=C(C(=CC=C2C(=O)C3=C1C=CC=C3)C)N, 1
NC1=NC(C2=CC=C([N+]([O-])=O)O2)=CS1, 1
O=[N+](C1=CC(=C(C=C1)O)N)[O-], 1
O=[N+](C1=CC(=C(C=C1)N)O)[O-], 1
OC1=C(C=C(C=C1)N)[N+](=O)[O-], 1
O=[N+](C1=CN=C(S1)N)[O-], 1
O=C1C2=CC(=CC=C2C(=O)C3=C1C=CC=C3)N, 1
CC1=C(C=CC=C1)/N=N/C2=CC(=C(C=C2)N)C, 1
NC1=CC=C(C=C1)C2=CC=CC=C2, 1
NC1(=CC=C(C=C1)C2=CC=CC=C2).[H]Cl, 1
C1(N=CNN=1)N, 0
